	Moffitt_tumor_predicted	Collison_predicted	Bailey_predicted	MFP	Cohort
DO32940	Basal-like	QM	Immunogenic	F	PUB_PAAD_PACA_AU_MA
DO32956	Classical	QM	Immunogenic	IEF	PUB_PAAD_PACA_AU_MA
DO32952	Basal-like	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO32924	Basal-like	QM	Squamous	F	PUB_PAAD_PACA_AU_MA
DO32920	Classical	Exocrine	ADEX	IEF	PUB_PAAD_PACA_AU_MA
DO32936	Basal-like	QM	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO32932	Basal-like	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_MA
DO32908	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_MA
DO32904	Basal-like	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO32912	Classical	QM	Squamous	IE	PUB_PAAD_PACA_AU_MA
DO32887	Classical	Classical	Immunogenic	F	PUB_PAAD_PACA_AU_MA
DO32884	Classical	Exocrine	ADEX	F	PUB_PAAD_PACA_AU_MA
DO32881	Basal-like	QM	Squamous	F	PUB_PAAD_PACA_AU_MA
DO32890	Classical	Classical	Squamous	F	PUB_PAAD_PACA_AU_MA
DO32869	Classical	Exocrine	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO32872	Classical	Exocrine	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO32849	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO32843	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO32845	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO32841	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO32857	Classical	Exocrine	Immunogenic	F	PUB_PAAD_PACA_AU_MA
DO32853	Classical	Exocrine	Immunogenic	IEF	PUB_PAAD_PACA_AU_MA
DO32855	Classical	QM	Immunogenic	F	PUB_PAAD_PACA_AU_MA
DO32829	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO32825	Classical	Exocrine	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO32827	Classical	Exocrine	Immunogenic	IEF	PUB_PAAD_PACA_AU_MA
DO32839	Classical	QM	Immunogenic	ID	PUB_PAAD_PACA_AU_MA
DO33616	Basal-like	Exocrine	Squamous	F	PUB_PAAD_PACA_AU_MA
DO33624	Basal-like	QM	Squamous	ID	PUB_PAAD_PACA_AU_MA
DO34953	Classical	Classical	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_MA
DO34929	Classical	QM	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO33608	Classical	Exocrine	Pancreatic_Progenitor	ID	PUB_PAAD_PACA_AU_MA
DO34985	Basal-like	QM	Squamous	ID	PUB_PAAD_PACA_AU_MA
DO34969	Classical	Classical	Pancreatic_Progenitor	IEF	PUB_PAAD_PACA_AU_MA
DO34977	Basal-like	QM	Squamous	ID	PUB_PAAD_PACA_AU_MA
DO33648	Classical	Exocrine	Pancreatic_Progenitor	IE	PUB_PAAD_PACA_AU_MA
DO33640	Classical	Classical	Immunogenic	IEF	PUB_PAAD_PACA_AU_MA
DO33592	Classical	Exocrine	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO34825	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO34833	Classical	Classical	Immunogenic	IEF	PUB_PAAD_PACA_AU_MA
DO33576	Basal-like	QM	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO33584	Classical	Exocrine	Pancreatic_Progenitor	IEF	PUB_PAAD_PACA_AU_MA
DO34889	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
DO34881	Classical	Exocrine	Immunogenic	IEF	PUB_PAAD_PACA_AU_MA
DO33560	Classical	Classical	Pancreatic_Progenitor	F	PUB_PAAD_PACA_AU_MA
DO33536	Basal-like	QM	Immunogenic	F	PUB_PAAD_PACA_AU_MA
DO34865	Classical	Classical	Immunogenic	F	PUB_PAAD_PACA_AU_MA
DO34873	Basal-like	QM	Squamous	F	PUB_PAAD_PACA_AU_MA
DO33520	Classical	Classical	Immunogenic	IE	PUB_PAAD_PACA_AU_MA
GSM5592901	Basal-like	Classical	Squamous	F	PUB_Balach_GSE184585
GSM5592902	Basal-like	Classical	Pancreatic_Progenitor	IEF	PUB_Balach_GSE184585
GSM5592903	Basal-like	Exocrine	Pancreatic_Progenitor	F	PUB_Balach_GSE184585
GSM5592904	Basal-like	Exocrine	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592905	Classical	Exocrine	Pancreatic_Progenitor	IEF	PUB_Balach_GSE184585
GSM5592906	Basal-like	Exocrine	Immunogenic	IE	PUB_Balach_GSE184585
GSM5592907	Classical	Classical	Pancreatic_Progenitor	F	PUB_Balach_GSE184585
GSM5592908	Basal-like	Exocrine	ADEX	IEF	PUB_Balach_GSE184585
GSM5592909	Basal-like	Classical	Immunogenic	IE	PUB_Balach_GSE184585
GSM5592910	Basal-like	Classical	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592911	Basal-like	Classical	Pancreatic_Progenitor	ID	PUB_Balach_GSE184585
GSM5592912	Basal-like	Exocrine	ADEX	IEF	PUB_Balach_GSE184585
GSM5592913	Basal-like	Classical	Squamous	IE	PUB_Balach_GSE184585
GSM5592914	Basal-like	Exocrine	Pancreatic_Progenitor	F	PUB_Balach_GSE184585
GSM5592915	Basal-like	Classical	Squamous	ID	PUB_Balach_GSE184585
GSM5592916	Basal-like	Exocrine	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592917	Basal-like	Exocrine	Pancreatic_Progenitor	F	PUB_Balach_GSE184585
GSM5592918	Basal-like	Classical	Pancreatic_Progenitor	F	PUB_Balach_GSE184585
GSM5592919	Classical	Classical	Pancreatic_Progenitor	ID	PUB_Balach_GSE184585
GSM5592920	Basal-like	Exocrine	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592921	Basal-like	Exocrine	Pancreatic_Progenitor	F	PUB_Balach_GSE184585
GSM5592922	Basal-like	Classical	Squamous	IE	PUB_Balach_GSE184585
GSM5592923	Classical	Classical	Pancreatic_Progenitor	IEF	PUB_Balach_GSE184585
GSM5592924	Basal-like	Exocrine	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592925	Classical	Classical	Pancreatic_Progenitor	IEF	PUB_Balach_GSE184585
GSM5592926	Basal-like	Exocrine	ADEX	IEF	PUB_Balach_GSE184585
GSM5592927	Basal-like	Classical	Squamous	IE	PUB_Balach_GSE184585
GSM5592928	Basal-like	Exocrine	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592929	Basal-like	Exocrine	ADEX	IEF	PUB_Balach_GSE184585
GSM5592930	Basal-like	Classical	Immunogenic	IEF	PUB_Balach_GSE184585
GSM5592931	Classical	Exocrine	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592932	Basal-like	Exocrine	Pancreatic_Progenitor	F	PUB_Balach_GSE184585
GSM5592933	Basal-like	Classical	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592934	Basal-like	Exocrine	ADEX	IEF	PUB_Balach_GSE184585
GSM5592935	Basal-like	Exocrine	ADEX	IEF	PUB_Balach_GSE184585
GSM5592936	Basal-like	Exocrine	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592937	Basal-like	Classical	Pancreatic_Progenitor	ID	PUB_Balach_GSE184585
GSM5592938	Basal-like	Classical	Pancreatic_Progenitor	F	PUB_Balach_GSE184585
GSM5592939	Basal-like	Exocrine	Immunogenic	F	PUB_Balach_GSE184585
GSM5592940	Basal-like	Exocrine	ADEX	F	PUB_Balach_GSE184585
GSM5592941	Basal-like	Classical	Pancreatic_Progenitor	ID	PUB_Balach_GSE184585
GSM5592942	Basal-like	Exocrine	ADEX	F	PUB_Balach_GSE184585
GSM5592943	Basal-like	Classical	Immunogenic	IEF	PUB_Balach_GSE184585
GSM5592944	Basal-like	Exocrine	ADEX	F	PUB_Balach_GSE184585
GSM5592945	Basal-like	Exocrine	ADEX	F	PUB_Balach_GSE184585
GSM5592946	Basal-like	Classical	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592947	Basal-like	Exocrine	Pancreatic_Progenitor	IEF	PUB_Balach_GSE184585
GSM5592948	Basal-like	Classical	Pancreatic_Progenitor	ID	PUB_Balach_GSE184585
GSM5592949	Basal-like	Exocrine	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592950	Basal-like	Classical	Immunogenic	F	PUB_Balach_GSE184585
GSM5592951	Basal-like	Exocrine	ADEX	IEF	PUB_Balach_GSE184585
GSM5592952	Basal-like	Exocrine	ADEX	F	PUB_Balach_GSE184585
GSM5592953	Basal-like	Classical	Pancreatic_Progenitor	ID	PUB_Balach_GSE184585
GSM5592954	Basal-like	Classical	Immunogenic	IEF	PUB_Balach_GSE184585
GSM5592955	Basal-like	Exocrine	Pancreatic_Progenitor	ID	PUB_Balach_GSE184585
GSM5592956	Basal-like	Exocrine	Pancreatic_Progenitor	IEF	PUB_Balach_GSE184585
GSM5592957	Basal-like	Classical	Pancreatic_Progenitor	IEF	PUB_Balach_GSE184585
GSM5592958	Classical	Classical	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592959	Basal-like	Exocrine	Squamous	ID	PUB_Balach_GSE184585
GSM5592960	Basal-like	Exocrine	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592961	Basal-like	Exocrine	Pancreatic_Progenitor	ID	PUB_Balach_GSE184585
GSM5592962	Classical	Exocrine	Pancreatic_Progenitor	ID	PUB_Balach_GSE184585
GSM5592963	Basal-like	Exocrine	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592964	Basal-like	Classical	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592965	Basal-like	Classical	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592966	Basal-like	Classical	Squamous	ID	PUB_Balach_GSE184585
GSM5592967	Classical	Classical	Pancreatic_Progenitor	IEF	PUB_Balach_GSE184585
GSM5592968	Basal-like	Classical	Immunogenic	IE	PUB_Balach_GSE184585
GSM5592969	Classical	Classical	Pancreatic_Progenitor	F	PUB_Balach_GSE184585
GSM5592970	Basal-like	Exocrine	Pancreatic_Progenitor	ID	PUB_Balach_GSE184585
GSM5592971	Basal-like	Exocrine	Pancreatic_Progenitor	IEF	PUB_Balach_GSE184585
GSM5592972	Basal-like	Exocrine	Pancreatic_Progenitor	IEF	PUB_Balach_GSE184585
GSM5592973	Basal-like	Exocrine	ADEX	ID	PUB_Balach_GSE184585
GSM5592974	Basal-like	Classical	Pancreatic_Progenitor	ID	PUB_Balach_GSE184585
GSM5592975	Classical	Exocrine	Pancreatic_Progenitor	F	PUB_Balach_GSE184585
GSM5592976	Basal-like	Classical	Squamous	ID	PUB_Balach_GSE184585
GSM5592977	Basal-like	Exocrine	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592978	Basal-like	Exocrine	Pancreatic_Progenitor	IE	PUB_Balach_GSE184585
GSM5592979	Basal-like	Exocrine	ADEX	IE	PUB_Balach_GSE184585
GSM5592980	Classical	Exocrine	ADEX	F	PUB_Balach_GSE184585
GSM5592981	Classical	Classical	Pancreatic_Progenitor	F	PUB_Balach_GSE184585
GSM5592982	Basal-like	Classical	Pancreatic_Progenitor	IEF	PUB_Balach_GSE184585
TCGA-US-A774	Classical	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-IB-7893	Basal-like	QM	Squamous	F	TCGA_PAAD
TCGA-IB-7886	Classical	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-IB-A7M4	Basal-like	Classical	Squamous	IE	TCGA_PAAD
TCGA-HV-A7OL	Classical	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-HV-AA8X	Classical	Classical	Pancreatic_Progenitor	ID	TCGA_PAAD
TCGA-HZ-8005	Basal-like	QM	Squamous	ID	TCGA_PAAD
TCGA-HZ-7925	Basal-like	QM	Immunogenic	F	TCGA_PAAD
TCGA-IB-A5SS	Basal-like	QM	Squamous	ID	TCGA_PAAD
TCGA-2J-AAB9	Basal-like	Exocrine	ADEX	F	TCGA_PAAD
TCGA-3E-AAAY	Classical	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-FB-A4P5	Basal-like	Exocrine	ADEX	IE	TCGA_PAAD
TCGA-IB-A6UG	Basal-like	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-2L-AAQL	Classical	Exocrine	Pancreatic_Progenitor	IEF	TCGA_PAAD
TCGA-IB-8127	Basal-like	Exocrine	Squamous	IE	TCGA_PAAD
TCGA-IB-7647	Classical	Classical	Immunogenic	IEF	TCGA_PAAD
TCGA-IB-7651	Classical	Exocrine	Immunogenic	IE	TCGA_PAAD
TCGA-US-A77G	Classical	Exocrine	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-HZ-A49H	Classical	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-PZ-A5RE	Classical	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-FB-A4P6	Classical	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-Q3-A5QY	Basal-like	QM	Immunogenic	IE	TCGA_PAAD
TCGA-IB-A5ST	Classical	QM	Immunogenic	IE	TCGA_PAAD
TCGA-LB-A9Q5	Basal-like	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-IB-A7LX	Basal-like	QM	Squamous	ID	TCGA_PAAD
TCGA-IB-7890	Basal-like	QM	Squamous	F	TCGA_PAAD
TCGA-RB-AA9M	Basal-like	Classical	ADEX	F	TCGA_PAAD
TCGA-XD-AAUI	Basal-like	Exocrine	Immunogenic	ID	TCGA_PAAD
TCGA-3A-A9IC	Classical	QM	Squamous	F	TCGA_PAAD
TCGA-HZ-A4BK	Classical	Exocrine	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-IB-7888	Classical	Classical	Immunogenic	IEF	TCGA_PAAD
TCGA-LB-A8F3	Classical	Exocrine	ADEX	ID	TCGA_PAAD
TCGA-2J-AAB4	Classical	Classical	Pancreatic_Progenitor	ID	TCGA_PAAD
TCGA-3A-A9I7	Classical	Exocrine	Immunogenic	IEF	TCGA_PAAD
TCGA-HZ-A4BH	Basal-like	Classical	Immunogenic	ID	TCGA_PAAD
TCGA-FB-AAQ1	Basal-like	Exocrine	ADEX	F	TCGA_PAAD
TCGA-3A-A9I5	Classical	Exocrine	ADEX	ID	TCGA_PAAD
TCGA-HZ-A9TJ	Classical	Classical	Pancreatic_Progenitor	ID	TCGA_PAAD
TCGA-HZ-A49G	Classical	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-HV-A5A6	Classical	Classical	Squamous	ID	TCGA_PAAD
TCGA-M8-A5N4	Basal-like	Classical	Pancreatic_Progenitor	ID	TCGA_PAAD
TCGA-3A-A9IB	Basal-like	QM	Squamous	F	TCGA_PAAD
TCGA-FB-AAQ0	Classical	Classical	Pancreatic_Progenitor	ID	TCGA_PAAD
TCGA-2L-AAQA	Classical	Classical	Pancreatic_Progenitor	ID	TCGA_PAAD
TCGA-3A-A9J0	Classical	Classical	Pancreatic_Progenitor	ID	TCGA_PAAD
TCGA-F2-A44G	Classical	Classical	Pancreatic_Progenitor	ID	TCGA_PAAD
TCGA-2L-AAQJ	Classical	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-FB-A78T	Classical	Exocrine	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-2J-AABI	Basal-like	QM	Squamous	IE	TCGA_PAAD
TCGA-3A-A9IX	Basal-like	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-3A-A9IH	Basal-like	Classical	Pancreatic_Progenitor	ID	TCGA_PAAD
TCGA-F2-6879	Classical	Classical	Pancreatic_Progenitor	ID	TCGA_PAAD
TCGA-2J-AABA	Classical	QM	Pancreatic_Progenitor	F	TCGA_PAAD
TCGA-S4-A8RO	Basal-like	Classical	Squamous	ID	TCGA_PAAD
TCGA-2J-AABE	Basal-like	Classical	Pancreatic_Progenitor	ID	TCGA_PAAD
TCGA-OE-A75W	Classical	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-IB-AAUN	Basal-like	Exocrine	ADEX	ID	TCGA_PAAD
TCGA-IB-AAUS	Basal-like	Exocrine	Immunogenic	IEF	TCGA_PAAD
TCGA-HZ-8001	Basal-like	QM	Immunogenic	IEF	TCGA_PAAD
TCGA-HZ-A77P	Classical	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-2J-AABV	Classical	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-IB-8126	Classical	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-FB-AAPS	Basal-like	Exocrine	Squamous	IEF	TCGA_PAAD
TCGA-US-A77E	Classical	Classical	Pancreatic_Progenitor	F	TCGA_PAAD
TCGA-FB-AAQ3	Classical	Exocrine	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-FB-AAPU	Classical	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-3A-A9IU	Basal-like	Exocrine	Squamous	ID	TCGA_PAAD
TCGA-HZ-8002	Basal-like	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-2J-AABH	Classical	Exocrine	Pancreatic_Progenitor	ID	TCGA_PAAD
TCGA-S4-A8RP	Classical	Exocrine	Pancreatic_Progenitor	F	TCGA_PAAD
TCGA-US-A776	Classical	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-IB-7652	Classical	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-2L-AAQI	Basal-like	Exocrine	Pancreatic_Progenitor	F	TCGA_PAAD
TCGA-F2-A8YN	Basal-like	Classical	Pancreatic_Progenitor	F	TCGA_PAAD
TCGA-HZ-A49I	Classical	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-IB-AAUR	Basal-like	QM	Immunogenic	IEF	TCGA_PAAD
TCGA-HZ-7919	Classical	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-HZ-8317	Classical	Exocrine	ADEX	F	TCGA_PAAD
TCGA-HV-A7OP	Classical	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-HZ-8003	Classical	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-IB-AAUU	Classical	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-IB-7645	Classical	QM	Immunogenic	IEF	TCGA_PAAD
TCGA-HZ-7926	Classical	Exocrine	Pancreatic_Progenitor	IEF	TCGA_PAAD
TCGA-IB-7644	Classical	Classical	Pancreatic_Progenitor	IEF	TCGA_PAAD
TCGA-2J-AABK	Classical	Exocrine	Pancreatic_Progenitor	IEF	TCGA_PAAD
TCGA-2J-AABF	Classical	Exocrine	Pancreatic_Progenitor	ID	TCGA_PAAD
TCGA-3A-A9I9	Classical	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-IB-AAUT	Classical	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-YH-A8SY	Basal-like	QM	Squamous	ID	TCGA_PAAD
TCGA-S4-A8RM	Classical	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-XD-AAUL	Basal-like	Exocrine	Squamous	F	TCGA_PAAD
TCGA-HZ-A77O	Basal-like	Exocrine	ADEX	ID	TCGA_PAAD
TCGA-Q3-AA2A	Classical	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-HZ-A8P1	Classical	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-FB-A545	Basal-like	QM	Squamous	F	TCGA_PAAD
TCGA-IB-7887	Basal-like	Classical	Pancreatic_Progenitor	F	TCGA_PAAD
TCGA-2J-AABR	Basal-like	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-2J-AAB6	Basal-like	QM	Squamous	ID	TCGA_PAAD
TCGA-IB-AAUP	Classical	QM	Immunogenic	IE	TCGA_PAAD
TCGA-IB-7897	Basal-like	QM	Immunogenic	IEF	TCGA_PAAD
TCGA-H6-A45N	Classical	Exocrine	ADEX	F	TCGA_PAAD
TCGA-F2-A7TX	Basal-like	Exocrine	ADEX	IE	TCGA_PAAD
TCGA-HZ-7922	Classical	Exocrine	ADEX	F	TCGA_PAAD
TCGA-HZ-8315	Basal-like	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-XN-A8T3	Basal-like	Exocrine	ADEX	F	TCGA_PAAD
TCGA-HV-A5A4	Classical	Classical	Pancreatic_Progenitor	ID	TCGA_PAAD
TCGA-HZ-8636	Classical	QM	Pancreatic_Progenitor	F	TCGA_PAAD
TCGA-IB-7649	Classical	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-HV-A5A3	Basal-like	Classical	Squamous	ID	TCGA_PAAD
TCGA-IB-AAUQ	Basal-like	QM	Squamous	F	TCGA_PAAD
TCGA-2J-AABO	Basal-like	Exocrine	ADEX	F	TCGA_PAAD
TCGA-2L-AAQE	Basal-like	QM	Squamous	IE	TCGA_PAAD
TCGA-IB-A5SO	Classical	Classical	Pancreatic_Progenitor	IEF	TCGA_PAAD
TCGA-IB-A5SP	Classical	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-FB-AAPY	Classical	Exocrine	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-IB-7885	Basal-like	QM	Squamous	ID	TCGA_PAAD
TCGA-HV-AA8V	Basal-like	Classical	Squamous	F	TCGA_PAAD
TCGA-HZ-A77Q	Basal-like	QM	Immunogenic	IEF	TCGA_PAAD
TCGA-L1-A7W4	Basal-like	QM	Squamous	ID	TCGA_PAAD
TCGA-3E-AAAZ	Classical	Exocrine	Pancreatic_Progenitor	F	TCGA_PAAD
TCGA-RB-A7B8	Classical	Classical	Pancreatic_Progenitor	F	TCGA_PAAD
TCGA-YB-A89D	Classical	Classical	Pancreatic_Progenitor	F	TCGA_PAAD
TCGA-FB-AAPZ	Basal-like	Exocrine	ADEX	ID	TCGA_PAAD
TCGA-FB-A5VM	Basal-like	QM	Squamous	IE	TCGA_PAAD
TCGA-XD-AAUG	Classical	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-HZ-8637	Classical	QM	Immunogenic	IE	TCGA_PAAD
TCGA-HZ-A8P0	Classical	Exocrine	ADEX	F	TCGA_PAAD
TCGA-HZ-8519	Classical	Classical	Immunogenic	IEF	TCGA_PAAD
TCGA-IB-A5SQ	Basal-like	QM	Squamous	IEF	TCGA_PAAD
TCGA-IB-A6UF	Basal-like	Exocrine	Squamous	ID	TCGA_PAAD
TCGA-2J-AAB1	Classical	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-XD-AAUH	Basal-like	QM	Immunogenic	IEF	TCGA_PAAD
TCGA-FB-AAPQ	Classical	Classical	Pancreatic_Progenitor	ID	TCGA_PAAD
TCGA-US-A779	Classical	Classical	Pancreatic_Progenitor	IEF	TCGA_PAAD
TCGA-2J-AAB8	Classical	Classical	Pancreatic_Progenitor	ID	TCGA_PAAD
TCGA-HV-A5A5	Classical	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-YY-A8LH	Classical	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-F2-A44H	Classical	Exocrine	ADEX	F	TCGA_PAAD
TCGA-3A-A9IZ	Basal-like	Classical	Squamous	ID	TCGA_PAAD
TCGA-LB-A7SX	Basal-like	Classical	Pancreatic_Progenitor	IE	TCGA_PAAD
TCGA-IB-AAUM	Classical	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-IB-7889	Basal-like	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-IB-7646	Basal-like	QM	Squamous	ID	TCGA_PAAD
TCGA-XN-A8T5	Classical	QM	Immunogenic	IEF	TCGA_PAAD
TCGA-IB-7891	Classical	Exocrine	ADEX	IEF	TCGA_PAAD
TCGA-2J-AABU	Basal-like	QM	Squamous	ID	TCGA_PAAD
TCGA-2J-AABT	Classical	Classical	Immunogenic	IEF	TCGA_PAAD
TCGA-H6-8124	Basal-like	QM	Squamous	F	TCGA_PAAD
TCGA-Z5-AAPL	Classical	QM	Immunogenic	IE	TCGA_PAAD
TCGA-FB-AAQ2	Basal-like	QM	Squamous	ID	TCGA_PAAD
TCGA-IB-AAUO	Basal-like	QM	Squamous	IE	TCGA_PAAD
